Vktgs,wind_speed,gravi_fts,elev_stick,elron_stick,rudder_stick,elev_surf,ailrn_surf,ruddr_surf,"nwhel,steer",trim,flap,pitch,roll,hding,"   alpha,__deg ","   _beta,__deg ","   hpath,__deg ","   vpath,__deg ","   _slip,__deg ","   __alt,ftmsl ","   ___on,runwy ","   _dist,___ft ","   thro1,_part ","   power,_1,hp "
100,0,32.14655,0,0,0,0,0,0,0,0,0,1.472173542,-0.234602994,248.8862252,1.030358691,-11.81520703,248.2834042,0.403592895,0.340439488,4000,0,25.10528492,0.37255,28.67264215
5.831106186,7.478975717,32.14655,0.5,0.5,-0.191002738,-0.004535944,0.007817076,-0.186321285,-1.910059964,0.07,0,1.474278079,-0.227190186,248.9041641,1.037246167,-11.67741832,248.2862475,0.390415259,0.33494241,10.86708717,1,26.08114409,0.37255,28.63640019
5.960335089,7.479674609,32.14655,0,0,-0.1936,-0.005464729,0.007970554,-0.188540174,-1.93601,0.07,0,1.485019139,-0.22506024,248.9034357,1.031778813,-11.55014121,248.2657078,0.425480819,0.325348821,10.87421647,1,27.07921211,0.37255,28.61443325
6.090188389,7.48064303,32.14655,0,0,-0.1936,-0.007497005,0.008081024,-0.18822189,-1.93601,0.07,0,1.513535027,-0.228056923,248.8866181,1.042228728,-11.43355733,248.2297023,0.466196531,0.313103755,10.88231468,1,28.09889213,0.376670615,29.07895943
6.221038593,7.482029639,32.14655,0,0,-0.194992479,-0.010119085,0.008111974,-0.189340182,-1.949926763,0.07,0,1.565717858,-0.233334738,248.8557933,1.096397834,-11.33107021,248.191569,0.464436189,0.30069535,10.89079638,1,29.14050864,0.385887073,30.13394321
6.352549741,7.483270863,32.14655,0,0,-0.198609643,-0.012326439,0.008122058,-0.192727,-1.986073198,0.07,0,1.637135073,-0.239530463,248.8130891,1.168532841,-11.24064238,248.1514928,0.465609104,0.288994317,10.89932455,1,30.19994531,0.38824,30.46653034
6.484972327,7.482585739,32.14655,0,0,-0.205415774,-0.013287052,0.008319814,-0.199333162,-2.054145282,0.07,0,1.716217109,-0.252957145,248.759795,1.236319379,-11.14951011,248.0886172,0.494334775,0.27515212,10.90837633,1,31.28019044,0.38824,30.54351373
6.618893002,7.479107659,32.14655,0,0,-0.216449776,-0.012554988,0.008682695,-0.210171173,-2.164493112,0.07,0,1.787725437,-0.280543462,248.6956542,1.294607181,-11.04947205,247.9881598,0.531675393,0.256299691,10.91842522,1,32.38857618,0.390172621,30.82781908
6.753297993,7.4754735,32.14655,0,0,-0.225699954,-0.010948979,0.008959476,-0.219205265,-2.256995602,0.07,0,1.840924935,-0.319990672,248.619499,1.334045544,-10.95394376,247.8710466,0.573706398,0.235436569,10.92939128,1,33.52004965,0.39216,31.12144994
6.888421622,7.473077568,32.14655,0,0,-0.231262973,-0.009180811,0.008906757,-0.224521081,-2.312632703,0.07,0,1.875800541,-0.359628919,248.5307286,1.345405405,-10.88007054,247.7699876,0.634739459,0.218484054,10.94170027,1,34.67352784,0.39216,31.19714865
7.024438515,7.472339099,32.14655,0,0,-0.23285,-0.007724655,0.008478229,-0.225860021,-2.32849,0.07,0,1.894286087,-0.384933796,248.4287788,1.36033035,-10.83985797,247.7073453,0.65002825,0.21028315,10.95508786,1,35.85021861,0.39216,31.26618034
7.156108319,7.471763422,32.14655,0,0,-0.23285,-0.006242871,0.008059245,-0.225649862,-2.32849,0.07,0,1.896339439,-0.393103024,248.3195046,1.37731648,-10.82079139,247.6619705,0.622231125,0.207831091,10.96786059,1,37.00597254,0.39216,31.32704684
7.291298601,7.470174729,32.14655,0,0,-0.23285,-0.00448882,0.007782353,-0.225465909,-2.32849,0.07,0,1.880738328,-0.389868357,248.1987671,1.371506147,-10.80374753,247.6009205,0.600559782,0.204108333,10.98056879,1,38.20398995,0.39479081,31.67843157
7.425297236,7.467581304,32.14655,0,0,-0.23285,-0.002780719,0.00770362,-0.225301538,-2.32849,0.07,0,1.848885829,-0.382503644,248.0723779,1.333099053,-10.78096441,247.5135028,0.60914829,0.195734317,10.99310089,1,39.39732867,0.401082011,32.45786621
7.566665253,7.467363485,32.14655,0,0,-0.23285,-0.000796463,0.007925026,-0.225153961,-2.32849,0.07,0,1.799335179,-0.382455192,247.9335583,1.267546251,-10.7448896,247.3804675,0.638403647,0.179176035,11.00691751,1,40.66107236,0.40392,32.86461122
7.711803413,7.470088603,32.14655,0,0,-0.23285,0.00123949,0.008251542,-0.225022465,-2.32849,0.07,0,1.731478516,-0.395332192,247.7858938,1.197706849,-10.69847161,247.2096797,0.645355296,0.154815666,11.02164024,1,41.9663089,0.40392,32.94717783
7.857149327,7.473657008,32.14655,0,0,-0.23285,0.002755791,0.008572227,-0.224904048,-2.32849,0.07,0,1.650269736,-0.420319022,247.6336078,1.144514718,-10.65023286,247.0249569,0.600058147,0.128249239,11.03595423,1,43.28272679,0.40392,33.01909069
8.003927152,7.476537297,32.14655,0,0,-0.23285,0.00304,0.008752281,-0.224791779,-2.32849,0.07,0,1.565517914,-0.45424834,247.4755648,1.10509667,-10.60172588,246.8314577,0.526205918,0.100630867,11.04885488,1,44.62433041,0.40392,33.08220148
8.147225864,7.478856734,32.14655,0,0,-0.224074879,0.001692449,0.008812085,-0.215882583,-2.240722746,0.07,0,1.495645604,-0.48947252,247.3172929,1.060192752,-10.56470345,246.6549173,0.491588855,0.077776117,11.06045409,1,45.94888266,0.40392,33.13644534
8.295202033,7.48161471,32.14655,0,0,-0.166746994,-0.001175158,0.008989576,-0.158450684,-1.667431457,0.07,0,1.45104369,-0.530823014,247.1590264,1.026650661,-10.54601426,246.5185751,0.485426436,0.064687495,11.07219777,1,47.3286006,0.40392,33.18427842
8.435129899,7.48500597,32.14655,0,0,-0.15685,-0.004307588,0.008753026,-0.148822678,-1.56846,0.07,0,1.440963527,-0.563090594,247.0243981,1.036363226,-10.52178401,246.4035877,0.460398569,0.058076763,11.08311844,1,48.64942043,0.406998048,33.57880054
8.588730849,7.48596443,32.14655,0,0,-0.154266308,-0.007254593,0.008254734,-0.146613192,-1.542687267,0.07,0,1.456327355,-0.579601903,246.8932205,1.079880109,-10.49299227,246.3067725,0.415177546,0.058176396,11.09418544,1,50.12071814,0.410985365,34.09325585
8.737490294,7.483750731,32.14655,0,0,-0.156180227,-0.009154313,0.007777762,-0.148845746,-1.561778915,0.07,0,1.489175298,-0.57587499,246.7819007,1.122454478,-10.45865638,246.232242,0.396507005,0.063767174,11.104305,1,51.56949787,0.41176,34.24686998
8.887746158,7.481344199,32.14655,0,0,-0.15685,-0.010406007,0.007561061,-0.149825807,-1.56846,0.07,0,1.533149102,-0.561848987,246.6842385,1.152090475,-10.41311297,246.1616121,0.417267234,0.070872857,11.11479123,1,53.05173314,0.41176,34.30776502
9.0390908,7.480547653,32.14655,0,0,-0.154118535,-0.010512758,0.007614828,-0.147387571,-1.541213214,0.07,0,1.578202975,-0.548123729,246.5993863,1.189560194,-10.35220831,246.0831126,0.425941188,0.07490636,11.12597178,1,54.56697189,0.41176,34.3632584
9.190360722,7.479243455,32.14655,0,0,-0.15363,-0.008837174,0.007602299,-0.147180075,-1.53634,0.07,0,1.607607233,-0.534504776,246.5281251,1.216905248,-10.28107669,246.009075,0.424738706,0.078074698,11.13741386,1,56.10759723,0.41176,34.41508999
9.342010025,7.476497707,32.14655,0,0,-0.1505197,-0.006077208,0.007443997,-0.144343204,-1.505236998,0.07,0,1.61013426,-0.515443458,246.4701099,1.211952891,-10.20713289,245.9534229,0.431191106,0.083945341,11.14912093,1,57.67410602,0.41176,34.46203095
9.494322217,7.476859954,32.14655,0,0,-0.150525381,-0.004251874,0.007331874,-0.144570198,-1.505293805,0.07,0,1.592591685,-0.490460975,246.4234942,1.177189051,-10.12983082,245.9053059,0.452761878,0.091196428,11.16149342,1,59.26656014,0.416004757,35.00158294
9.647655752,7.479297062,32.14655,0,0,-0.15363,-0.004439962,0.007435499,-0.147869586,-1.53634,0.07,0,1.575233599,-0.46822763,246.3862923,1.151883922,-10.04235943,245.8517341,0.459142331,0.095722561,11.17443359,1,60.88584238,0.428409697,36.54320111
9.802421176,7.481158465,32.14655,0,0,-0.15363,-0.005458797,0.007773092,-0.148035851,-1.53634,0.07,0,1.567792947,-0.457873509,246.3570302,1.127889983,-9.94422462,245.794015,0.483508453,0.097675975,11.18792074,1,62.53051097,0.43529,37.48105311
9.959015156,7.48145465,32.14655,0,0,-0.15363,-0.00654637,0.00818293,-0.148190068,-1.53634,0.07,0,1.57203764,-0.464188305,246.3351249,1.109195909,-9.833599105,245.7299451,0.523043019,0.096934106,11.20283145,1,64.20197224,0.436414767,37.74675787
10.11801479,7.482426057,32.14655,0,0,-0.155862196,-0.008070645,0.00824501,-0.150556804,-1.558648116,0.07,0,1.590324116,-0.474851331,246.3193598,1.122259933,-9.724353056,245.6788739,0.533686255,0.098165052,11.21859268,1,65.89968429,0.43922,38.20776796
10.27938716,7.482497363,32.14655,0,0,-0.175210459,-0.009980807,0.008008655,-0.169950006,-1.752100495,0.07,0,1.625016098,-0.477859333,246.3063325,1.153860449,-9.619059355,245.640734,0.538333948,0.103207007,11.23473425,1,67.62428044,0.43922,38.32543094
10.44285745,7.48058198,32.14655,0,0,-0.198740399,-0.012210325,0.007718206,-0.193373819,-1.987379631,0.07,0,1.679091131,-0.468890188,246.2888047,1.193525418,-9.520637526,245.6087486,0.558332952,0.109918316,11.25159551,1,69.37629966,0.43922,38.42769911
10.60875208,7.478295471,32.14655,0,0,-0.20056,-0.013640724,0.007677858,-0.1950451,-2.00556,0.07,0,1.74554986,-0.45623187,246.2637371,1.245157988,-9.436312132,245.5882416,0.577943287,0.118553401,11.26933036,1,71.15593857,0.43922,38.51454462
10.77407736,7.474757337,32.14655,0,0,-0.20056,-0.012403878,0.007975658,-0.194944782,-2.00556,0.07,0,1.799287074,-0.454070069,246.2336705,1.292920581,-9.355591977,245.5641627,0.585739952,0.126042687,11.28746545,1,72.93935491,0.441435703,38.85877579
10.94102028,7.471226464,32.14655,0,0,-0.20056,-0.00845828,0.008408471,-0.194879938,-2.00556,0.07,0,1.816633531,-0.467745475,246.2004238,1.312804794,-9.269564371,245.525078,0.583737169,0.129303328,11.30603595,1,74.75563098,0.440783136,38.84829283
11.11116238,7.47096544,32.14655,0,0,-0.20056,-0.004113057,0.008361036,-0.194813575,-2.00556,0.07,0,1.789609948,-0.483527098,246.1640422,1.299059585,-9.186008394,245.4806609,0.565198497,0.130293731,11.32463653,1,76.6197514,0.447019378,39.68064917
11.28332438,7.473678241,32.14655,0,0,-0.20056,-0.00196647,0.008179254,-0.194731275,-2.00556,0.07,0,1.738449279,-0.492745642,246.1239275,1.256957427,-9.109678464,245.4369704,0.552102895,0.132099501,11.34299368,1,78.51241491,0.45098,40.25407019
11.45417367,7.476703933,32.14655,0,0,-0.20056,-0.002018602,0.008088566,-0.194640887,-2.00556,0.07,0,1.687611026,-0.49815619,246.080006,1.202927461,-9.037914858,245.3904731,0.557754155,0.132903414,11.36131954,1,80.39730711,0.45098,40.33964312
11.62853361,7.477751989,32.14655,0,0,-0.20056,-0.001782737,0.007714055,-0.194559229,-2.00556,0.07,0,1.636749915,-0.492042972,246.0316471,1.170332147,-8.974484081,245.3536292,0.526403835,0.135410842,11.37957152,1,82.33603053,0.454383179,40.83808764
11.80445686,7.477618546,32.14655,0,0,-0.20056,2.66E-06,0.007267519,-0.194502136,-2.00556,0.07,0,1.572413024,-0.466328978,245.9797478,1.126050319,-8.924605694,245.3329177,0.487805927,0.143112699,11.39712207,1,84.31604272,0.458652504,41.4622722
11.98255618,7.48019377,32.14655,0,0,-0.20056,0.001469372,0.006608639,-0.194437487,-2.00556,0.07,0,1.493496335,-0.416857749,245.9248029,1.08616288,-8.88147288,245.3133619,0.414337435,0.149222304,11.41257503,1,86.32698984,0.462914188,42.09217346
12.16233299,7.484236121,32.14655,0,0,-0.20056,0.002337294,0.006140331,-0.19437558,-2.00556,0.07,0,1.408296733,-0.346464915,245.8666422,1.011587467,-8.84402807,245.2940464,0.381154262,0.153455761,11.42653156,1,88.36824521,0.467016506,42.71049884
12.34364519,7.487602354,32.14655,0,0,-0.200088089,0.001667364,0.006390565,-0.193849976,-2.000844946,0.07,0,1.330200235,-0.281943719,245.8056006,0.976098019,-8.791136917,245.2459767,0.299990565,0.14718865,11.43841536,1,90.43536249,0.47059,43.26520442
12.52667568,7.489897981,32.14655,0,0,-0.194804464,-0.001147987,0.006748597,-0.188510082,-1.948032451,0.07,0,1.279217342,-0.231062816,245.7418506,0.944721168,-8.724578793,245.1730288,0.258480643,0.128324768,11.44833441,1,92.53864389,0.471448888,43.49436379
12.71018985,7.490985719,32.14655,0,0,-0.183257973,-0.004029503,0.007313465,-0.176968548,-1.83257259,0.07,0,1.257916286,-0.201272021,245.6786894,0.926506838,-8.652633184,245.0934924,0.247793862,0.104873755,11.45756582,1,94.66505746,0.475518174,44.12414213
12.89401085,7.491181792,32.14655,0,0,-0.17139758,-0.005466528,0.00804072,-0.165214636,-1.714005798,0.07,0,1.25325072,-0.200115623,245.6212578,0.929219271,-8.57136868,245.0089166,0.237289816,0.079145056,11.46659844,1,96.80160529,0.479515058,44.75716154
13.07732315,7.491944331,32.14655,0,0,-0.165760315,-0.006634803,0.008220866,-0.159747087,-1.657614961,0.07,0,1.258477008,-0.208648031,245.5727976,0.943552126,-8.486743307,244.9308286,0.226454567,0.055138661,11.47521252,1,98.93594417,0.483368583,45.38385465
13.2575056,7.493067471,32.14655,0,0,-0.162463314,-0.009702082,0.007842769,-0.156629031,-1.624603895,0.07,0,1.287489382,-0.205756994,245.5338538,0.971615997,-8.407941436,244.8721904,0.228333088,0.037509488,11.48346743,1,101.0447016,0.488381039,46.16923966
13.44926002,7.491276935,32.14655,0,0,-0.15896924,-0.013791894,0.00766,-0.153328018,-1.589678645,0.07,0,1.356239449,-0.193746916,245.501911,1.003643984,-8.327642388,244.8315987,0.282002932,0.026983996,11.49357693,1,103.3030228,0.496816086,47.41713201
13.6436964,7.487697892,32.14655,0,0,-0.15685,-0.015307411,0.007716635,-0.151428997,-1.56846,0.07,0,1.442184082,-0.182005777,245.4802554,1.032048379,-8.245842649,244.8065257,0.366517548,0.022334588,11.5071055,1,105.593209,0.506721351,48.89778318
13.84239005,7.485589912,32.14655,0,0,-0.15685,-0.014399906,0.008110035,-0.151665012,-1.56846,0.07,0,1.519128316,-0.183385663,245.4695047,1.086838124,-8.154005022,244.7820536,0.400315441,0.01827477,11.52302083,1,107.916227,0.517650442,50.56476061
14.04324307,7.483679652,32.14655,0,0,-0.15685,-0.012267037,0.00879307,-0.151886933,-1.56846,0.07,0,1.569887517,-0.210369106,245.4699016,1.137996735,-8.046955751,244.7510325,0.405595349,0.012297703,11.53941176,1,110.2464759,0.52157,51.32456991
14.24906804,7.482424118,32.14655,0,0,-0.154940098,-0.009770882,0.008692598,-0.150188725,-1.549408431,0.07,0,1.594057304,-0.239240343,245.4798198,1.163161127,-7.937263431,244.730604,0.410260686,0.008845637,11.55633779,1,112.6152916,0.523895098,51.87520819
14.46120653,7.481715936,32.14655,0,0,-0.15363,-0.006270682,0.008055378,-0.149066072,-1.53634,0.07,0,1.584328714,-0.245809591,245.498893,1.162965986,-7.840350916,244.7432187,0.397820164,0.018037247,11.57350437,1,115.0418008,0.52808876,52.66144115
14.67637491,7.482549928,32.14655,0,0,-0.15363,-0.001979455,0.008415882,-0.149221898,-1.53634,0.07,0,1.534398581,-0.257575338,245.5259075,1.104122178,-7.742358362,244.763291,0.413453605,0.034006932,11.5907211,1,117.5045958,0.532263141,53.44132113
14.89466429,7.48982803,32.14655,0,0,-0.15363,-0.002434265,0.009477822,-0.149329553,-1.53634,0.07,0,1.483795271,-0.307571345,245.5584468,1.045425866,-7.621128612,244.749848,0.435283265,0.038924172,11.60946476,1,120.0042521,0.53333,53.79317216
15.11641823,7.490842957,32.14655,0,0,-0.15363,-0.008082588,0.00936157,-0.149399124,-1.53634,0.07,0,1.482841697,-0.362766446,245.5942037,1.052670524,-7.491082959,244.7354056,0.433623544,0.040024233,11.62884933,1,122.5405105,0.539757064,54.87353343
15.34105185,7.483203919,32.14655,0,0,-0.15363,-0.012688461,0.008941285,-0.149472395,-1.53634,0.07,0,1.527478985,-0.401303214,245.632971,1.087569828,-7.374665878,244.7542901,0.454202565,0.055533494,11.64867334,1,125.1141784,0.54118,55.26853415
15.5680429,7.480801508,32.14655,0,0,-0.15363,-0.01471205,0.007894158,-0.149540565,-1.53634,0.07,0,1.592793473,-0.404694697,245.6748395,1.125654036,-7.281694242,244.8040257,0.493554219,0.084838214,11.67039542,1,127.7254077,0.549093876,56.5673601
15.79763989,7.480612087,32.14655,0,0,-0.15363,-0.016911618,0.007324065,-0.149605261,-1.53634,0.07,0,1.675369608,-0.380535813,245.7199462,1.189227578,-7.199809722,244.8699045,0.515987418,0.120601087,11.69363617,1,130.3774322,0.55686,57.87364388
16.02764245,7.475580006,32.14655,0,0,-0.15363,-0.014690037,0.008012303,-0.149686923,-1.53634,0.07,0,1.738861298,-0.375517672,245.7683741,1.221480488,-7.112337757,244.9352607,0.558931773,0.155822626,11.7191911,1,133.0487931,0.557878489,58.23946197
16.25430016,7.475327378,32.14655,0,0,-0.15363,-0.008695455,0.008660254,-0.149764332,-1.53634,0.07,0,1.743905354,-0.395907815,245.8193587,1.233278054,-7.016767167,244.9834839,0.552183048,0.183304245,11.74479231,1,135.6743713,0.56863,59.98150963
16.49265207,7.481297879,32.14655,0,0,-0.15363,-0.006651043,0.008544511,-0.149798132,-1.53634,0.07,0,1.722117582,-0.4168535,245.8744677,1.210101805,-6.912828004,245.0217027,0.557174727,0.205389335,11.77163743,1,138.4434237,0.56863,60.22761646
16.73295094,7.481162954,32.14655,0,0,-0.15363,-0.008558762,0.008329079,-0.149787462,-1.53634,0.07,0,1.716774968,-0.428529115,245.9290326,1.181438663,-6.81100336,245.0665733,0.591060397,0.228547046,11.79987633,1,141.24774,0.56962505,60.58738686
16.97635262,7.477861096,32.14655,0,0,-0.159996454,-0.009029239,0.00803349,-0.156113165,-1.599979574,0.07,0,1.719493131,-0.430308251,245.9819797,1.164534177,-6.716718037,245.1218318,0.617794413,0.255875494,11.83001147,1,144.0805751,0.574724858,61.52516254
17.22268784,7.478959893,32.14655,0,0,-0.17658,-0.008216263,0.007673162,-0.172546475,-1.76575,0.07,0,1.715285963,-0.417894922,246.0297848,1.154835114,-6.632566634,245.1778094,0.622548143,0.283922367,11.86116769,1,146.9496329,0.58039,62.55220247
17.47004047,7.480681169,32.14655,0,0,-0.18273779,-0.008272,0.007411663,-0.178498194,-1.827349604,0.07,0,1.70968917,-0.394654532,246.0680165,1.155564717,-6.556217068,245.2283375,0.609209828,0.308071676,11.89224342,1,149.8363738,0.583230109,63.16714693
17.72361069,7.479418245,32.14655,0,0,-0.199567835,-0.008784545,0.007307834,-0.195047064,-1.995696883,0.07,0,1.707713208,-0.365514778,246.0938704,1.152935315,-6.484825906,245.2712303,0.604668665,0.327142945,11.92353966,1,152.8115963,0.58824,64.10149638
17.97909902,7.480004464,32.14655,0,0,-0.213089182,-0.00754444,0.008007789,-0.208194336,-2.130901284,0.07,0,1.697537408,-0.358432125,246.1023119,1.126652661,-6.421199337,245.2975486,0.625134061,0.337875734,11.95597089,1,155.8290828,0.590252773,64.59452912
18.23758797,7.483041088,32.14655,0,0,-0.23139882,-0.005813119,0.008117753,-0.226084038,-2.313990142,0.07,0,1.669479987,-0.365010623,246.0893501,1.119290991,-6.36236178,245.2977148,0.597170818,0.335961548,11.98868222,1,158.890432,0.59216,65.05576696
18.49782037,7.484112975,32.14655,0,0,-0.2525135,-0.006864647,0.007325376,-0.246668101,-2.525158053,0.07,0,1.645504547,-0.345121042,246.0483929,1.130633941,-6.319394918,245.2809909,0.545263074,0.325297316,12.01925394,1,161.9876791,0.594717795,65.60068573
18.76137296,7.480812021,32.14655,0,0,-0.261742332,-0.008425279,0.007022952,-0.255293549,-2.617446273,0.07,0,1.635074711,-0.3088941,245.9746086,1.155550616,-6.301644337,245.2568511,0.491335275,0.31009152,12.04722677,1,165.1326809,0.598842812,66.38650117
19.0281181,7.481374017,32.14655,0,0,-0.265845638,-0.007215687,0.007329962,-0.258845934,-2.658460883,0.07,0,1.615815358,-0.282496424,245.8705868,1.143697841,-6.303568697,245.2139988,0.477460102,0.287113737,12.07397242,1,168.3260983,0.609112892,68.11549252
19.29879194,7.486814448,32.14655,0,0,-0.26671,-0.005961426,0.007824287,-0.259212214,-2.6671,0.07,0,1.583775275,-0.275763054,245.73833,1.11950685,-6.311358593,245.1361158,0.466256636,0.248040909,12.10048692,1,171.5654983,0.62147114,70.20983585
19.57369078,7.489108188,32.14655,0,0,-0.263400793,-0.007203307,0.008513241,-0.255432995,-2.634025167,0.07,0,1.560487074,-0.296569931,245.5806139,1.100281505,-6.312764471,245.0185596,0.464128122,0.190605567,12.12725853,1,174.8509813,0.62353,70.76673204
19.85179211,7.486908303,32.14655,0,0,-0.266324126,-0.009274,0.0093476,-0.257961307,-2.663243274,0.07,0,1.557076322,-0.349111351,245.4006249,1.100211697,-6.311024947,244.8714808,0.467492214,0.120842465,12.15423631,1,178.1828182,0.627056087,71.52890948
20.13164972,7.487934009,32.14655,0,0,-0.263135182,-0.012291445,0.009281049,-0.254400043,-2.631370443,0.07,0,1.579678439,-0.409032183,245.2003443,1.111679233,-6.313306306,244.6995242,0.491403525,0.042016106,12.1828419,1,181.5620539,0.623800707,71.21377937
20.41491032,7.48123687,32.14655,0,0,-0.26287,-0.01485073,0.007869157,-0.25383175,-2.62872,0.07,0,1.625112365,-0.420074216,244.9830349,1.16439877,-6.333792633,244.5358201,0.483334502,-0.031308873,12.21185617,1,184.9890152,0.627291168,71.92603935
20.6977235,7.480867107,32.14655,0,0,-0.26287,-0.012111226,0.007162191,-0.253649571,-2.62872,0.07,0,1.647542024,-0.396259788,244.7579196,1.205358753,-6.378375745,244.3864176,0.455671678,-0.092712557,12.23984896,1,188.4204771,0.639257349,73.98326415
20.98772272,7.48698179,32.14655,0,0,-0.26287,-0.005840538,0.007648426,-0.253555766,-2.62872,0.07,0,1.607440391,-0.386250821,244.5242828,1.199660794,-6.418467027,244.2151298,0.409410018,-0.160838888,12.26608198,1,191.9449561,0.647534168,75.50848028
21.28264081,7.494090382,32.14655,0,0,-0.26287,-0.001864634,0.008084604,-0.253481906,-2.62872,0.07,0,1.524174125,-0.394016103,244.2872567,1.176854328,-6.438543637,244.0129771,0.331576123,-0.24375888,12.28883087,1,195.5123004,0.655429479,76.99359432
21.5737418,7.495347909,32.14655,0,0,-0.26287,-0.002822241,0.007933171,-0.253362844,-2.62872,0.07,0,1.447784808,-0.395681597,244.049779,1.130591427,-6.44021822,243.7889579,0.292864232,-0.337377917,12.30725519,1,199.0442726,0.66275,78.39310876
21.86509864,7.495547264,32.14655,0,0,-0.26287,-0.007992169,0.005971152,-0.253179919,-2.62872,0.07,0,1.41980234,-0.333600066,243.8047304,1.095092747,-6.453474823,243.5697196,0.294271735,-0.430160325,12.32554812,1,202.5981465,0.662757056,78.63462785
22.1635958,7.492513434,32.14655,0,0,-0.262873725,-0.010397711,0.007250456,-0.253093754,-2.62875723,0.07,0,1.422385692,-0.300367788,243.5495868,1.075934112,-6.469939768,243.3470254,0.318389398,-0.519418167,12.34567829,1,206.2610238,0.67059,80.142199
22.46966308,7.496609192,32.14655,0,0,-0.266437154,-0.007914946,0.007729237,-0.256685733,-2.664372961,0.07,0,1.40518728,-0.297778785,243.2909605,1.067862024,-6.48059614,243.1085388,0.306893755,-0.617236548,12.36597518,1,210.0291237,0.67086853,80.41702067
22.77081861,7.503867446,32.14655,0,0,-0.26287,-0.006294574,0.007868107,-0.253100442,-2.62872,0.07,0,1.371594446,-0.294378188,243.0381065,1.04080314,-6.48806231,242.8688354,0.298720518,-0.713371736,12.38582452,1,213.7614162,0.675029358,81.29095759
23.06949443,7.502845172,32.14655,0,0,-0.262108901,-0.006576979,0.008244295,-0.252346485,-2.621106195,0.07,0,1.340008344,-0.308995844,242.7901513,1.021088115,-6.480800464,242.6231989,0.286047823,-0.812435828,12.4044758,1,217.4789072,0.68627,83.35896017
23.36988833,7.505656357,32.14655,0,0,-0.243634761,-0.00584054,0.007877817,-0.233816943,-2.436299427,0.07,0,1.306906017,-0.312956339,242.5469939,0.966843149,-6.476415489,242.384077,0.314440126,-0.904578922,12.42409869,1,221.2203583,0.68627,83.58495766
23.68594151,7.509049715,32.14655,0,0,-0.225445996,-0.008742649,0.008272386,-0.215750869,-2.254508106,0.07,0,1.298834799,-0.325810046,242.3048874,0.935673292,-6.456924944,242.1308287,0.346336194,-0.997358911,12.44732332,1,225.1620433,0.686361197,83.78735292
24.00719139,7.500466726,32.14655,0,0,-0.22191,-0.016369628,0.007065246,-0.212433852,-2.21907,0.07,0,1.360997655,-0.303652525,242.0731997,0.93876288,-6.417859604,241.8771756,0.418470265,-1.090231894,12.47479962,1,229.1898254,0.690408851,84.62531631
24.32604749,7.490020077,32.14655,0,0,-0.221474779,-0.022773298,0.006332261,-0.212265936,-2.214719607,0.07,0,1.482358017,-0.244907161,241.8580936,1.009598847,-6.383238257,241.6511096,0.474077417,-1.167270312,12.50655919,1,233.2094468,0.69483086,85.50568386
24.64892492,7.485823411,32.14655,-1.60E-05,0,-0.212618368,-0.022880049,0.007309995,-0.203769686,-2.126185677,0.07,0,1.608253426,-0.219396526,241.6606154,1.069227611,-6.341414504,241.4341965,0.554227186,-1.235876641,12.54444804,1,237.3184193,0.706403075,87.61519813
24.96245781,7.483373319,32.14655,-0.00024,0,-0.181539428,-0.021300084,0.007507573,-0.173170809,-1.815424881,0.07,0,1.703798257,-0.205232859,241.4988227,1.158213459,-6.284610014,241.2396503,0.560090209,-1.296246611,12.5834775,1,241.3154349,0.71373,89.05891727
25.29268309,7.479692664,32.14655,-0.000209765,0,-0.153228126,-0.017712785,0.008363388,-0.145618987,-1.532321256,0.07,0,1.763846328,-0.217472097,241.3698799,1.196221513,-6.197265998,241.0534516,0.588973616,-1.347815724,12.62601089,1,245.5591013,0.714717679,89.44479658
25.62050637,7.482506211,32.14655,0,0,-0.15044,-0.011524331,0.007941414,-0.143714792,-1.50444,0.07,0,1.76559458,-0.219537938,241.2847741,1.192588708,-6.093081363,240.8941649,0.595554014,-1.383536655,12.67044936,1,249.7932291,0.722099395,90.89988511
25.94207246,7.485814209,32.14655,-2.33E-05,0,-0.150132835,-0.005701025,0.007332357,-0.14421185,-1.501361549,0.07,0,1.710524264,-0.197489515,241.2388479,1.188229358,-5.978528153,240.7680035,0.528623648,-1.401711533,12.71060073,1,253.9456548,0.726252079,91.81164507
26.2811055,7.49092453,32.14655,-0.00024,0,-0.145401563,-0.00333302,0.007656579,-0.140190496,-1.453991711,0.07,0,1.623019937,-0.181905966,241.2251163,1.170079588,-5.841376822,240.655971,0.439617571,-1.407835438,12.74684703,1,258.338505,0.734523157,93.46574888
26.60748853,7.493748187,32.14655,-0.00024,0,-0.128362767,-0.005456346,0.008699066,-0.123808742,-1.283652485,0.07,0,1.558171965,-0.199031579,241.2407297,1.091415932,-5.694561162,240.5672909,0.45884582,-1.402244905,12.78051821,1,262.6115396,0.745861516,95.68629498
26.94640907,7.492085349,32.14655,-0.00024,0,-0.121453455,-0.007705516,0.008909492,-0.117622507,-1.214490611,0.07,0,1.518624039,-0.233896737,241.2896311,1.064588546,-5.52946997,240.5037503,0.446844694,-1.380366363,12.81538457,1,267.0534719,0.757751071,98.0546592
